"Sr.","Stock Name","Symbol","close","%_change","volume","sector","industry2","marketcapname","Add Column"
244,"Bharatiya Global Infomedia Limited","BGLOBAL","3.13","2.62%","98,605","i.t","computers - software - medium / small","smallcap",""
245,"The Andhra Sugars Limited","ANDHRSUGAR","95.41","2.61%","5,64,260","chemicals","chlor alkali / soda ash","smallcap",""
246,"Zuari Industries Ltd","ZUARIIND","290.2","2.6%","2,27,243","fmcg","sugar","smallcap",""
247,"Suryoday Small Finance Bank Ltd","SURYODAY","149.12","2.6%","2,10,889","bank","banks - private sector","smallcap",""
248,"Kcp Limited","KCP","163.29","2.58%","1,47,091","building materials","cement - south india","smallcap",""
249,"Bliss Gvs Pharma Limited","BLISSGVS","704.7","2.57%","4,33,524","healthcare","pharmaceuticals - indian - formulations","midcap",""
250,"Kothari Sugars And Chemicals Limited","KOTARISUG","27.52","2.57%","37,765","n/a","indices","smallcap",""
251,"Bal Pharma Limited","BALPHARMA","107.71","2.56%","62,694","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
252,"Neogen Chemicals Ltd","NEOGEN","2,385.2","2.54%","1,63,069","chemicals","chemicals","midcap",""
253,"Mastek Limited","MASTEK","1,582.8","2.54%","1,97,473","i.t","computers - software - medium / small","smallcap",""
254,"Fiem Industries Limited","FIEMIND","1,965.5","2.52%","1,20,437","auto","auto ancillaries","midcap",""
255,"Info Edge (india) Limited","NAUKRI","1,254.8","2.52%","11,35,428","i.t","miscellaneous","largecap",""
256,"Malu Paper Mills Limited","MALUPAPER","32.59","2.52%","14,634","building materials","paper","smallcap",""
257,"Indiqube Spaces Ltd","INDIQUBE","198.94","2.51%","42,054","co-working","miscellaneous","smallcap",""
258,"Tracxn Technologies Ltd","TRACXN","32.63","2.51%","84,028","i.t","computers - software - medium / small","smallcap",""
259,"Zee Learn Limited","ZEELEARN","6.94","2.51%","3,17,285","i.t","computers - education","smallcap",""
260,"Indegene Ltd","INDGN","608.95","2.5%","20,95,862","healthcare","miscellaneous","midcap",""
261,"Chemplast Sanmar Ltd","CHEMPLASTS","197.47","2.5%","5,59,516","chemicals","chemicals","smallcap",""
262,"S J S Enterprises Ltd","SJS","2,317.6","2.49%","68,630","auto","plastics products","midcap",""
263,"Sun Pharma Advanced Research Company Limited","SPARC","209.05","2.49%","22,33,858","healthcare","miscellaneous","midcap",""
264,"Motilal Oswal Nasdaq Q 50 ETF","MONQ50","214.61","2.47%","21,01,057","indices","indices","smallcap",""
265,"Interarch Building Products Ltd","INTERARCH","1,719.7","2.45%","1,03,195","metals & mining","steel - medium / small","smallcap",""
266,"Supriya Lifescience Ltd","SUPRIYA","985.2","2.44%","3,26,713","healthcare","pharmaceuticals - indian - bulk drugs & formln","midcap",""
267,"Denta Water & Infra Solutions Ltd","DENTA","276.7","2.44%","1,37,637","realty","construction","smallcap",""
268,"Leela Palaces Hotels & Resorts Ltd","THELEELA","546.15","2.43%","1,44,533","services","hotels","midcap",""
269,"Sigma Solve Ltd","SIGMA","45.61","2.43%","73,296","i.t","computers - software - medium / small","smallcap",""
270,"P N Gadgil Jewellers Ltd","PNGJL","605.5","2.42%","7,54,981","consumer discretionary","diamond cutting / jewellery","midcap",""
271,"Gem Aromatics Ltd","GEMAROMA","158.93","2.42%","50,483","chemicals","chemicals","smallcap",""
272,"Jana Small Finance Bank Ltd","JSFB","535.25","2.4%","30,86,326","bank","banks - private sector","midcap",""
273,"Bang Overseas Limited","BANG","32.36","2.37%","12,110","textiles","trading","smallcap",""
274,"Gujarat Raffia Industries Ltd","GUJRAFFIA","40.69","2.36%","777","industrials","packaging","smallcap",""
275,"Shalby Ltd","SHALBY","147.12","2.33%","1,06,923","healthcare","healthcare","smallcap",""
276,"BIL Vyapar Ltd","BILVYAPAR","4.39","2.33%","6,506","miscellaneous","miscellaneous","smallcap",""
277,"Sadbhav Infrastructure Project Limited","SADBHIN","2.65","2.32%","1,03,401","realty","construction","smallcap",""
278,"Jubilant Agri & Consumer Products Ltd","JUBLCPL","2,210.1","2.31%","4,393","chemicals","chemicals","smallcap",""
279,"Confidence Petroleum India Ltd","CONFIPET","88.28","2.31%","13,80,621","miscellaneous","miscellaneous","smallcap",""
280,"Mangalam Global Enterprise Ltd","MGEL","15.99","2.3%","32,05,087","services","trading","smallcap",""
281,"Baid Finserv Ltd","BAIDFIN","10.69","2.3%","1,03,934","financials","finance & investments","smallcap",""
282,"City Union Bank Limited","CUB","225.57","2.29%","14,84,087","bank","banks - private sector","largecap",""
283,"Gss Infotech Limited","GSS","10.72","2.29%","36,024","i.t","computers - software - medium / small","smallcap",""
284,"Energy Development Company Limited","ENERGYDEV","15.25","2.28%","16,457","power & utilities","power generation and supply","smallcap",""
285,"Inox Wind Limited","INOXWIND","74.75","2.27%","1,10,31,367","industrials","electric equipment","midcap",""
286,"SecureKloud Technologies Ltd","SECURKLOUD","17.1","2.27%","10,085","i.t","computers - software - medium / small","smallcap",""
287,"Prabha Energy Ltd","PRABHA","230.87","2.26%","1,61,400","energy","oil drilling / allied services","smallcap",""
288,"Aditya Birla Fashion And Retail Limited","ABFRL","49.14","2.25%","46,19,236","consumer discretionary","textiles - products","midcap",""
289,"Ganges Securities Ltd","GANGESSECU","114.61","2.24%","834","financials","finance & investments","smallcap",""
290,"Zen Technologies Limited","ZENTEC","1,682.4","2.23%","3,18,892","aerospace & defence","miscellaneous","midcap",""
291,"Punjab Chemicals & Crop Protection Limited","PUNJABCHEM","1,077.6","2.23%","3,752","chemicals","pesticides / agrochemicals - indian","smallcap",""
292,"Orchasp Ltd","ORCHASP","1.38","2.22%","56,162","i.t","computers - software - medium / small","smallcap",""
293,"Eid Parry India Limited","EIDPARRY","704.75","2.2%","3,41,486","fmcg","sugar","midcap",""
294,"Raj Oil Mills Ltd","ROML","42.79","2.2%","1,512","fmcg","solvent extraction","smallcap",""
295,"A B Infrabuild Ltd","ABINFRA","12.58","2.19%","4,38,034","realty","construction","smallcap",""
296,"Idbi Bank Limited","IDBI","84.4","2.18%","1,83,28,262","bank","banks - private sector","largecap",""
297,"Akash Infraprojects Ltd","AKASH","25.04","2.16%","5,168","realty","construction","smallcap",""
298,"JSW Dulux Ltd","JSWDULUX","3,199.6","2.15%","52,257","building materials","paints / varnishes","midcap",""
299,"Asian Paints Limited","ASIANPAINT","2,444","2.14%","4,26,982","building materials","paints / varnishes","largecap",""
300,"Sanghvi Movers Limited","SANGHVIMOV","456","2.14%","2,69,827","miscellaneous","miscellaneous","smallcap",""
301,"Chembond Chemicals Ltd","CHEMBONDCH","254.95","2.14%","1,579","chemicals","chemicals","smallcap",""
302,"Kotak Nifty Midcap 150 ETF","MID150","23.39","2.14%","29,486","indices","indices","smallcap",""
303,"Il&fs Transportation Networks Limited","IL&FSTRANS","1.91","2.14%","38,764","realty","engineering - turnkey services","smallcap",""
304,"Veedol Corporation Ltd","VEEDOL","1,393.4","2.13%","13,910","chemicals","chemicals","smallcap",""
305,"Borosil Ltd","BOROLTD","264.8","2.12%","13,48,123","building materials","glass & glass products","smallcap",""
306,"KSB Ltd","KSB","819.1","2.11%","2,70,689","industrials","pumps","midcap",""
307,"Scoda Tubes Ltd","SCODATUBES","136.61","2.11%","6,18,113","metals & mining","steel - medium / small","smallcap",""
308,"Symphony Limited","SYMPHONY","588.8","2.1%","37,195","consumer discretionary","domestic appliances","smallcap",""
309,"Fairchem Organics Ltd","FAIRCHEMOR","671.55","2.07%","8,980","chemicals","chemicals","smallcap",""
310,"Orient Ceratech Ltd","ORIENTCER","47.8","2.07%","31,332","building materials","refractories / intermediates","smallcap",""
311,"Easy Trip Planners Ltd","EASEMYTRIP","5.92","2.07%","1,49,57,504","i.t","travel agencies","smallcap",""
312,"Focus Lighting & Fixtures Ltd","FOCUS","59.44","2.06%","18,214","industrials","electric equipment","smallcap",""
313,"Cyient DLM Ltd","CYIENTDLM","931.4","2.05%","2,61,221","aerospace & defence","electronics - components","midcap",""
314,"Restaurant Brands Asia Ltd","RBA","92.51","2.05%","25,84,085","consumer discretionary","hotels","midcap",""
315,"Responsive Industries Limited","RESPONIND","161.23","2.03%","24,49,470","plastic products","plastics products","smallcap",""
316,"GMM Pfaudler Ltd","GMMPFAUDLR","1,505.2","2.02%","2,20,062","industrials","engineering","midcap",""
317,"Kotak Nifty200 Quality 30 ETF","QUALITY30","20.2","2.02%","3,040","indices","indices","smallcap",""
318,"Diligent Media Corporation Ltd","DNAMEDIA","2.53","2.02%","17,225","media","entertainment / electronic media software","smallcap",""
319,"Mamata Machinery Ltd","MAMATA","411.9","2.01%","52,767","industrials","engineering","smallcap",""
320,"Syrma SGS Technology Ltd","SYRMA","1,732.6","2%","10,26,235","consumer discretionary","electronics - components","largecap",""
321,"Zydus Lifesciences Ltd","ZYDUSLIFE","1,203.9","2%","19,91,779","healthcare","pharmaceuticals - indian - bulk drugs & formln","largecap",""
322,"Mcnally Bharat Engineering Company Limited","MBECL","456.4","2%","6,303","realty","engineering - turnkey services","smallcap",""
323,"Bafna Pharmaceuticals Ltd","BAFNAPH","350.05","2%","2,166","healthcare","pharmaceuticals - indian - formulations","smallcap",""
324,"Berger Paints (i) Limited","BERGEPAINT","458.35","1.99%","2,19,110","building materials","paints / varnishes","largecap",""
325,"Euro India Fresh Foods Ltd","EIFFL","271.7","1.99%","525","fmcg","food - processing - indian","smallcap",""
326,"Sampann Utpadan India Ltd","SAMPANN","24.56","1.99%","37,461","fmcg","miscellaneous","smallcap",""
327,"Ds Kulkarni Developers Limited","DSKULKARNI","24.09","1.99%","200","realty","construction","smallcap",""
328,"Impex Ferro Tech Limited","IMPEXFERRO","6.14","1.99%","1,22,513","metals & mining","mining / minerals / metals","smallcap",""
329,"Gujarat Lease Financing Limited","GLFL","5.12","1.99%","8,638","financials","finance & investments","smallcap",""
330,"The Sandesh Limited","SANDESH","1,034.4","1.98%","566","media","entertainment / electronic media software","smallcap",""
331,"Eih Associated Hotels Limited","EIHAHOTELS","294.3","1.98%","30,841","services","hotels","smallcap",""
332,"Hindware Home Innovation Ltd","HINDWAREAP","173.68","1.98%","1,11,443","consumer discretionary","trading","smallcap",""
333,"Samvardhana Motherson International Ltd","MOTHERSON","165.71","1.98%","1,42,39,797","auto","auto ancillaries","largecap",""
334,"MIC Electronics Ltd","MICEL","36.1","1.98%","78,757","consumer discretionary","electronics - components","smallcap",""
335,"Magnum Ventures Limited","MAGNUM","19.02","1.98%","15,051","building materials","paper","smallcap",""
336,"Deep Industries Ltd","DEEPINDS","781.1","1.97%","3,39,780","energy","oil drilling / allied services","smallcap",""
337,"KPI Green Energy Ltd","KPIGREEN","339.75","1.97%","15,57,582","power & utilities","power generation and supply","midcap",""
338,"Uma Exports Ltd","UMAEXPORTS","21.22","1.97%","1,402","services","trading","smallcap",""
339,"Panache Digilife Ltd","PANACHE","525","1.96%","2,113","i.t","computers - hardware","smallcap",""
340,"Simbhaoli Sugars Limited","SIMBHALS","6.31","1.94%","13,170","fmcg","sugar","smallcap",""
341,"Gvk Power & Infrastructure Limited","GVKPIL","2.63","1.94%","43,98,958","realty","engineering - turnkey services","smallcap",""
342,"HB Stockholdings Ltd","HBSL","56.08","1.93%","3,326","financials","finance & investments","smallcap",""
343,"Mps Limited","MPSLTD","2,666.9","1.91%","5,474","i.t","computers - software - medium / small","smallcap",""
344,"Piccadily Agro Industries Ltd","PICCADIL","613","1.9%","1,16,320","fmcg","breweries & distilleries","midcap",""
345,"Prudential Sugar Corporation Ltd","PRUDMOULI","13.93","1.9%","11,847","fmcg","trading","smallcap",""
346,"Sonata Software Limited","SONATSOFTW","279.9","1.89%","4,73,878","i.t","computers - software - medium / small","midcap",""
347,"Dlf Limited","DLF","683","1.88%","35,73,018","realty","construction","largecap",""
348,"IRIS Business Services Ltd","IRIS","235.94","1.88%","26,122","i.t","computers - software - medium / small","smallcap",""
349,"TransIndia Real Estate Ltd","TREL","28.32","1.87%","1,16,098","transportation","miscellaneous","smallcap",""
350,"Azad Engineering Ltd","AZAD","2,728","1.86%","4,38,788","aerospace & defence","engineering","midcap",""
351,"Weizmann Limited","WEIZMANIND","73","1.86%","1,649","textiles","textiles - processing","smallcap",""
352,"Oil Country Tubular Limited","OILCOUNTUB","72.2","1.85%","26,619","metals & mining","steel - medium / small","smallcap",""
353,"Granules India Limited","GRANULES","868.65","1.83%","5,97,420","healthcare","pharmaceuticals - indian - bulk drugs & formln","largecap",""
354,"Avonmore Capital & Management Services Ltd","AVONMORE","13.34","1.83%","2,66,100","financials","finance & investments","smallcap",""
355,"Vivimed Labs Limited","VIVIMEDLAB","5.55","1.83%","14,406","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
356,"Relaxo Footwears Limited","RELAXO","297","1.82%","1,29,942","consumer discretionary","leather / leather products","midcap",""
357,"Ncl Industries Limited","NCLIND","179.26","1.81%","50,784","building materials","cement - south india","smallcap",""
358,"Ansal Properties & Infrastructure Limited","ANSALAPI","3.93","1.81%","1,15,867","realty","construction","smallcap",""
359,"Supreme Engineering Ltd","SUPREMEENG","3.93","1.81%","1,59,066","metals & mining","steel - medium / small","smallcap",""
360,"Flexituff International Limited","FLEXITUFF","2.82","1.81%","4,300","industrials","packaging","smallcap",""
361,"Persistent Systems Limited","PERSISTENT","5,372","1.8%","3,07,915","i.t","computers - software - large","largecap",""
362,"AU Small Finance Bank Ltd","AUBANK","1,018","1.79%","25,24,193","bank","banks - private sector","largecap",""
363,"Tci Express Limited","TCIEXP","501.55","1.79%","33,811","transportation","miscellaneous","smallcap",""
364,"Tamil Nadu Newsprint & Papers Limited","TNPL","151.6","1.79%","3,69,264","building materials","paper","smallcap",""
365,"Ttk Prestige Limited","TTKPRESTIG","524.4","1.77%","21,938","consumer discretionary","domestic appliances","midcap",""
366,"Mirae Asset S&P 500 Top 50 ETF","MASPTOP50","98.49","1.77%","13,42,201","indices","indices","smallcap",""
367,"Xchanging Solutions Limited","XCHANGING","61.42","1.77%","64,422","i.t","computers - software - medium / small","smallcap",""
368,"Belrise Industries Ltd","BELRISE","247.92","1.76%","30,73,786","auto","auto ancillaries","largecap",""
369,"Mahindra & Mahindra Limited","M&M","3,035","1.75%","20,80,300","auto","automobiles - passenger cars","largecap",""
370,"Welspun Investments And Commercials Limited","WELINV","2,499.9","1.75%","20","financials","finance & investments","smallcap",""
371,"Balu Forge Industries Ltd","BALUFORGE","506.8","1.75%","6,21,775","castings, forgings & fasteners","castings & forgings","midcap",""
372,"Shree Vasu Logistics Ltd","SVLL","834.7","1.74%","61,467","transportation","miscellaneous","smallcap",""
373,"Godrej Properties Limited","GODREJPROP","1,700.1","1.73%","2,73,610","realty","construction","largecap",""
374,"20 Microns Limited","20MICRONS","217.58","1.73%","1,01,345","metals & mining","mining / minerals / metals","smallcap",""
375,"Nk Industries Limited","NKIND","60.36","1.72%","21","fmcg","solvent extraction","smallcap",""
376,"Menon Bearings Limited","MENONBE","298.25","1.71%","30,108","auto","auto ancillaries","smallcap",""
377,"Bgr Energy Systems Limited","BGRENERGY","255.81","1.7%","28,236","realty","engineering - turnkey services","smallcap",""
378,"Jayant Agro Organics Limited","JAYAGROGN","234.84","1.7%","13,619","chemicals","chemicals","smallcap",""
379,"Shree Renuka Sugars Limited","RENUKA","23.31","1.7%","2,45,34,315","fmcg","sugar","smallcap",""
380,"Radico Khaitan Limited","RADICO","4,557.1","1.69%","2,51,300","fmcg","breweries & distilleries","largecap",""
381,"Mahamaya Steel Industries Limited","MAHASTEEL","1,232.1","1.67%","3,320","metals & mining","steel - medium / small","smallcap",""
382,"Indoco Remedies Limited","INDOCO","254.46","1.67%","1,00,085","healthcare","pharmaceuticals - indian - bulk drugs & formln","smallcap",""
